
menu_start_game_0|모험가여, 마운트 앤 블레이드: 워밴드에 오신것을 환영합니다. 모험을 시작하기 전에, 먼저 당신의 캐릭터를 만들어 주세요. 이곳 칼라디아는 전통적인 중세의 사회임을 기억하셔야 됩니다. 전쟁과 사회는 평소 신분이 높은 남자에 의해서 좌우됩니다. 그렇다고 당신이 여성 캐릭터을 선택할 수 없다는 뜻은 아닙니다. 고귀한 태생이 아닌 사람보다 남성 귀족들이 아마 시작시 어느 정도의 이점을 가지고 있을테지만, 어떤 성별이든, 어떤 직업이든 신분을 초월한 성취를 달성할 수 있습니다.
mno_continue|계속...
mno_go_back|뒤로 가기
menu_start_phase_2|칼라디아는 패권을 차지하기 위해 치열한 전투을 벌이는 경쟁 왕국들이 있며, 또 그 곳에는 수 많은 기사들과 용병, 살인자들과 모험가들이 북적이고 있습니다. 그들은 기꺼이 자신의 목숨을 걸고 부귀영화를 얻고자 발버둥 칠 것입니다. 권력과 영광... 엄청난 위험과 더불어 큰 기회가 있는 이 땅에서 당신은 당신의 과거를 뒤에 두고 새롭게 출발할 수 있다고 믿습니다. 당신의 손에 스스로의 운명을 개척할 숙명의 열쇠가 쥐어져 있는 것입니다. 선택은 자유롭습니다. 당신이 어떤 길을 선택하던지 장대한 모험들이 당신을 기다리고 있을 것입니다. 칼라디아와 그곳의 왕국들! 당신은 그 이야기 속으로 빠져들 것입니다. 당신은 이제...
mno_town_1|스와디아 왕국의 '프라벤'으로 향하는 마차에 합류한다.
mno_town_2|베기어 왕국의 '레이바딘'으로 향하는 마차에 합류한다.
mno_town_3|케르지트 칸국의 '툴가'로 향하는 마차에 합류한다.
mno_town_4|노르드 왕국의 '사르고스'로 향하는 배에 탄다.
mno_town_5|로독 왕국의 '젤칼라'로 향하는 배에 탄다.
mno_town_6|살란 술탄국의 '샤리즈'로 향하는 마차에 합류한다.
menu_start_game_3|시나리오를 선택하세요:
mno_go_back|뒤로 가기
menu_tutorial|당신은 지역 훈련소에 접근했습니다.^여기서는 전투 기술을 향상시킬 연습을 할 수 있습니다.
mno_continue|계속...
mno_go_back_dot|뒤로 가기
menu_reports|캐릭터 명성: {reg5}^명예 등급: {reg6}^부대 사기: {reg8}^부대 크기 제한: {reg7}^
mno_view_character_report|캐릭터 정보 보기.
mno_view_party_size_report|부대 크기 정보 보기.
mno_view_npc_mission_report|동료 임무 관련 정보 보기.
mno_view_weekly_budget_report|일주일 예산 정보 보기.
mno_view_morale_report|부대 사기 정보 보기.
mno_lord_relations|영주들과의 관계 정보 보기.
mno_courtship_relations|구애 관계 정보 보기.
mno_view_faction_relations_report|세력 관계 정보 보기.
mno_resume_travelling|여행 재개.
menu_custom_battle_scene|(NO TRANS)
menu_custom_battle_end|전투가 끝났습니다. {s1} 당신편은 {reg5}명의 적을 죽였고 전투중 {reg6}명의 군사를 잃었습니다. 당신 개인적으로는 {reg7}명의 적을 죽였습니다.
mno_continue|계속.
menu_start_game_1|캐릭터의 성별을 선택해 주세요.
mno_start_male|남성
mno_start_female|여성
mno_go_back|뒤로 간다
menu_start_character_1|당신은 오래 전, 머나먼 땅에서 태어났습니다. 당신의 아버지는...
mno_start_noble|몰락한 귀족이었다.
mno_start_merchant|여행중인 상인이었다.
mno_start_guard|역전의 전사였다.
mno_start_forester|사냥꾼이었다.
mno_start_nomad|대초원의 유목민이었다.
mno_start_thief|도둑이었다.
mno_go_back|뒤로 가기
menu_start_character_2|{s10}^^ 당신은 코흘리게 어린시절부터 세상을 보다 멀리 바라보는 큰 마음을 지니고 있었습니다. 당신의 어린 시절은...
mno_page|귀족의 땅에서 시종으로 자랐다.
mno_apprentice|장인의 수제자로 자랐다.
mno_stockboy|가게의 조수로 자랐다.
mno_urchin|거리의 개구쟁이로 자랐다.
mno_nomad|대초원의 아이로 자랐다.
mno_go_back|뒤로 가기.
menu_start_character_3|{s11}^^ 그 후 새내기 어른으로서의 삶은 항상 당신 스스로가 원하는 대로 바뀌어갔습니다. 당신은...
mno_squire|시종이 되었다.
mno_lady|시녀가 되었다.
mno_troubadour|음유시인이 되었다.
mno_student|대학의 학생이 되었다.
mno_peddler|행상인이 되었다.
mno_craftsman|대장장이가 되었다.
mno_poacher|밀렵꾼이 되었다.
mno_go_back|뒤로 가기.
menu_start_character_4|{s12}^^하지만 곧 모든 것이 바뀌었고 당신은 모험가가 되기로 결심했습니다. 무엇이 이런 결정을 하게 만들었냐면...
mno_revenge|개인적인 복수 때문에.
mno_death|사랑했던 사람이 죽어버려서.
mno_wanderlust|방랑벽 때문에.
mno_disown|집에서 나오도록 압력을 받아서.
mno_greed|돈과 권력에 대한 열망으로.
mno_go_back|뒤로 가기.
menu_choose_skill|{s13}
mno_begin_adventuring|당신은 이제 모험가가 되어 칼라디아로 향합니다.
mno_go_back_dot|뒤로 가기.
menu_past_life_explanation|{s3}
mno_view_next|{s5}
mno_continue|계속
mno_go_back_dot|뒤로 가기.
menu_morale_report|{s1}
mno_continue|계속
menu_courtship_relations|{s1}
mno_continue|계속
menu_lord_relations|{s1}
mno_continue|계속
menu_companion_report|{s7}{s1}
mno_continue|계속
menu_character_report|{s9}
mno_continue|계속
menu_party_size_report|{s1}
mno_continue|계속
menu_faction_relations_report|{s1}
mno_continue|계속
menu_camp|야영지를 건설했습니다. 무엇을 하시겠습니까?
mno_camp_action|행동을 취한다.
mno_camp_wait_here|잠시 대기한다.
mno_camp_cheat|치트 메뉴!
mno_resume_travelling|여행 재개.
menu_camp_cheat|치트를 선택하십시오:
mno_camp_cheat_find_item|아이템을 찾는다...
mno_camp_cheat_find_item|날씨를 바꾼다..
menu_camp_action|행동을 선택하세요:
mno_camp_recruit_prisoners|포로들 중 일부를 부대에 모집한다.
mno_action_read_book|읽을 책을 선택한다.
mno_action_rename_kingdom|당신의 왕국을 개명한다.
mno_action_retire|모험에서 은퇴한다.
mno_camp_action_4|캠프 메뉴로 돌아간다.
menu_camp_recruit_prisoners|당신은 포로들에게 만약 우리군에 가담한다면 자유를 주겠다고 제안했습니다. {s18}
mno_camp_recruit_prisoners_accept|허락한다.
mno_camp_recruit_prisoners_reject|거절한다.
mno_continue|뒤로 가기
menu_camp_no_prisoners|모집할 포로들이 없습니다.
mno_continue|계속
menu_camp_action_read_book|읽을 책을 선택하세요:
mno_action_read_book_1|{s1}.
mno_action_read_book_2|{s1}.
mno_action_read_book_3|{s1}.
mno_action_read_book_4|{s1}.
mno_action_read_book_5|{s1}.
