
hint_1|비가 오는 날에 석궁은 효과가 떨어집니다.
hint_2|비가 오는 날에 말과 사람들의 전투 중 이동속도는 느려집니다.
hint_3|'Space Bar'를 누른 채로 월드 맵에서 대기 할 수 있습니다.
hint_4|'선술집'에서 당신의 부대에 새로운 동료를 모집할 수 있습니다.
hint_5|전투동안 당신은 부대에게 명령을 내릴 수 있습니다.(1,2,3... F1,2,3)
hint_6|부대의 사기가 높으면 맵에서 빨리 움직일 수 있습니다.
hint_7|'선술집'에서 쉬는 동안 부상당한 부대원은 더 빨리 회복됩니다.
hint_8|아이탬 창에서 'Ctrl(컨트롤)'를 누르고 아이탬을 클릭하면,
아이탬을 빠르게 옮길 수 있습니다.
hint_9|전투 중에 '백 스페이스'를 누르면 지휘 창을 열수 있습니다.
hint_10|마을이나 성에서 쉬는 동안 당신은 당신의 부대에 절반의 임금을 지불할 것입니다.
마찬가지로, 성에 주둔중인 부대에게도 절반의 임금이 지불됩니다.
hint_11|'Tab'을 누르면 어떤 장소에서도 즉시 떠날 수 있습니다.
hint_12|'Shift'를 누르면 멀리있는 적에게도 조준을 할 수 있습니다.
