menu_start_game_0|Brytenwalda 1.41 - HOMB 1.0.7.1.3  Molda(http://loogoos.tistory.com) 비가 온다. 차다. 걱정도 잠시, 옛 일을 떠올리기 시작한다...
mno_introduccion|서장 보기
mno_continue|계속...
mno_go_back|뒤로 가기
menu_start_phase_2|brytenwalda를 기반으로 수정해서 만든 서브모드. 게임의 개념에서 게임 설명을 반드시 읽어보시오.
mno_town_1|영국의 런던으로 간다.
mno_town_2|고르왕조의 델리로 간다.
mno_town_3|카스티야의 세비야로 간다.
mno_town_4|조선의 평양으로 간다.
mno_town_5|서하의 흥경으로 간다.
mno_town_6|위나라의 업으로 간다.
menu_start_game_3|당신의 시나리오를 선택하세요:
menu_tutorial|훈련소로 가서 전투 방법을 배운다.
mno_go_back_dot|뒤로 가기
menu_reports|캐릭터 명성: {reg5}^평판: {reg6}^파티 사기: {reg8}^파티 인원 제한: {reg7}^
mno_view_character_report|캐릭터 정보 보기.
mno_view_party_size_report|파티 인원 제한 정보 보기.
mno_view_npc_mission_report|동료 임무 보기.
mno_view_weekly_budget_report|주간 수입 지출 내역 보기.
mno_view_morale_report|파티 사기 결정 요소 보기.
mno_economia_rp|유닛 업그레이드 트리, 도시발전도와 스파이 리포트 보기
mno_view_bank_report|재정보고서 보기
mno_lord_relations|군주들 보기.
mno_courtship_relations|구애 관계 보기.
mno_Companions_overview|동료 정보 보기.
mno_view_faction_relations_report|팩션 관계 보기.
mno_view_player_companion_report|플레이어와 동료 정보 보기.
mno_resume_travelling|[여행을 계속한다.]
menu_custom_battle_scene|(NO TRANS)
menu_custom_battle_end|전투가 끝났습니다. {s1} 아군의 피해 {reg5} 적들의 피해 {reg6} . 당신의 개인적은 slew는 {reg7} 입니다.
mno_restart|Restart.
menu_start_game_1|성별을 고르시오.
mno_start|캐릭터 생성
mno_quit|취소
mno_start_male|남자
mno_start_female|여자
menu_start_character_1|당신은 몇 년 전 먼 곳에서 태어났다. 당신의 아버지는...
mno_start_noble|몰락 귀족.
mno_start_merchant|여행 상인.
mno_start_guard|베테랑 전사.
mno_start_forester|사냥군.
mno_start_nomad|유목민.
mno_start_thief|도둑.
menu_start_character_2|{s10}^^ 당신이 걸음마를 시작하고 세상에 대해 깨우쳐 갈 때 당신이 삶은...
mno_page|귀족 하인.
mno_apprentice|기술자의 조수.
mno_stockboy|가게 점원.
mno_urchin|양아치.
mno_nomad|초원의 아이.
menu_start_character_3|{s11}^^ 그리고 늘 그렇듯이 청년기는 남달랐습니다. 당신은...
mno_squire|종자.
mno_lady|시녀.
mno_troubadour|서정 시인.
mno_student|대학생.
mno_peddler|짐꾼.
mno_craftsman|대장장이.
mno_poacher|밀렵꾼.
menu_start_character_4|{s12}^^그러나 어떤 일로 인해 모든 것이 바뀌어 버렸습니다. 당신이 모험을 선택하게 한 그 일은...
mno_revenge|복수.
mno_death|사랑을 잃어서.
mno_wanderlust|방랑벽.
mno_disown|집에서 쫒겨남.
mno_greed|돈과 권력에 대한 갈망.
menu_choose_skill|{s13}
mno_begin_adventuring|모험가가 되어 당신의 운명을 따르라.
menu_past_life_explanation|{s3}
mno_view_next|{s5}
menu_morale_report|{s1}
menu_courtship_relations|{s1}
menu_lord_relations|{s1}
menu_companion_report|{s7}{s1}
menu_character_report|{s9}
menu_party_size_report|{s1}
menu_faction_relations_report|{s1}
menu_camp|캠프를 설치합니다. 무엇을 할까요?^^-주의사항!-^^A)전투지휘는 미니맵상으로 클릭하는 방법이 가장 좋습니다. 궁수계열은 진형설정을 하지 않는 것이 좋습니다.^^B)컨트롤에서 미니맵보기 단축키 backspace를 V키로 바꾸면 플레이가 편해집니다.^^C)부상시스템은 제거 되었습니다..^^D)기병 유지비가 비싼 이유는 '기병으로 떡칠하고 시작하자마자 돌진만 하는 플레이'에서 벗어나기 위함입니다. 고티어 업그레이드 비용이 비싼것도 비슷한 이유입니다.^^----TIP----^^-병력을 모으려면 설득. 키우려면 훈련을 올리세요.(동료훈련중복됨)^^-플레이어용 손보호구의 방어력이 높은 이유는 밸런스를 편하게 조절하기 위함입니다.^^-컨트롤+스페이스를 누르면 이동시간이 가속됩니다.^^-도시에 땅을 사두면 소작농에게 임대료를 받을 수 있습니다. 직접 해당도시 부동산과 은행을 방문해야 돈을 받습니다.^^-전투기념비는 시장에서 돈과 명성으로 교환할 수 있습니다.^^-스파이는 통솔력이 1이상인 상태에서 사용 가능하고 도시에 우클릭해 나오는 메뉴로 침투/복귀 시킬수 있습니다.^^-당신이나 기수가 나팔을 불면 부대 전체 체력이 약간 회복됩니다.^^-단축키 - 쉬프트:확대 / 백스페이스:전술 / 1,2,3...:부대명령 / H:불화살 F12:빠른 저장 ^^-사기 조절은 음식종류를 다양화, 휴식, 예능스킬, 사제의 축복, 매춘부 등으로 관리합니다.^^-런타임 에러는 사양문제 입니다.^^-HOMB폴더의 battle sizer는 전투 규모를 늘리는 프로그램입니다.^^-용병대장으로 추가부대를 운영할 수 있습니다.^^-사양이 부족하면 다이렉트X 7로 구동해보세요.^^-전투시 부대순서 위에서 차례대로 출격합니다. 매춘부나 치료전문가는 아래쪽에 두는 것이 좋습니다.^^-부대인원수에 영향을 주는 요소는 카리스마(1당 1증가) 명성(20당 1증가) 뿐입니다. 부대인원 밸런스는 단일부대로 여러부대 쓸고다니는 것을 최대한 막는 것으로 설정 되었습니다. 고로 아무것도 없이 혼자 왕국 만들면 금방 무너집니다. 충분한 준비를 해서 다른 영주와 협력하거나 대화로 이끌고 다녀야 합니다.^^-플레이어는 능력치를 높게 가지고 시작합니다. ^^-기본 능력치나 스킬에 적용에 관련된 스크립트가 네이티브와 다르기때문에 트윅을 함부로 사용하면 에러가 발생합니다 99%. ^^-전투에 패배해 붙잡혀도 동료가 흩어지지 않습니다. ^^-왕위주장자를 동료처럼 사용가능한 문제가 있어서 여포와 윌리엄 왈레스를 강하게 만들수가 없었습니다.^^-현악기나 악기가 인벤에 있으면 예능에 보너스가 생깁니다.^^-동료는 강력한 병력입니다. 카리스마, 설득, 돈을 가지고 있다면 파티탈퇴를 막을 수 있습니다.^^-여성 캐릭 얼굴 설정시 깨지는 것은 버그가 아니라 해당 스킨에 맞는 헤어가 따로 있어서 그렇습니다. 스킨이 아예 없는 것도 필요한 설정입니다.^^^-알려진 버그-^^A)성 돌아다닐 때 주인공 클론 생성->대화해서 선택지를 누르거나 하지 않는게 좋음.^^B)납치 퀘스트를 도적퇴치로 하면 완료 불가할 때가 있음.^^C)현상금퀘가 두개 선택지가 되면서 완료 안될 때가 있음^^D)일부 지역에서 야간 침투시 마을사람에게 말걸면 튕김. 낮에 침투하면 됨.
mno_dplmc_camp_preferences|모드 옵션 설정.
mno_religion_preferences|내 종교가 뭐였더라?.
mno_heridas_actuales|내 건강상태는?.
mno_camp_action|특별한 행동을 한다.
mno_camp_wait_here|[이곳에서 잠시 대기한다]
mno_camp_fishing|2시간 동안 낚시한다. (수렵채집).
mno_action_change_party_name|당신은 파티의 이름을 변경할 수 있습니다.
mno_action_manage_outposts|비밀 주둔지 관리.
mno_camp_inspect|캠프 안을 돌아다닌다.
mno_camp_entrench|{s1}
mno_camp_set_ambush|매복을 준비한다.
mno_camp_set_sneaking|기습을 위해 은밀기동한다.
mno_camp_stop_sneaking|은밀기동을 중지한다.
mno_loot_wagon_options|수송마차 관리.
mno_loot_wagon_build|수송마차 새로 만들기.
mno_loot_wagon_eliminar|수송마차 해체하기.
mno_get_position| Cheat: get last camp position.
mno_camp_cheat|CHEAT MENU!
menu_camp_cheat|Select a cheat:
mno_camp_cheat_find_item|날씨 바꾸기..
mno_camp_action_4|캠프메뉴로 돌아가기.
menu_camp_action|행동을 선택하세요:
mno_action_view_upgrade_trees|업그레이드 트리 보기.
mno_camp_recruit_prisoners|포로들 중 일부를 파티로 받아들인다.
mno_action_read_book|읽을 책 선택하기.
mno_action_rename_kingdom|왕국 명칭 변경.
mno_jump_to_scene|debug: test scene menu
mno_camp_smoke_food|가방에 있는 음식재료를 불에 익힌다.
mno_action_modify_banner|깃발을 변경한다.
mno_action_retire|은퇴하기.
menu_camp_recruit_prisoners|포로들이 당신에게 합류하기를 희망한다면 그들에게 자유를 줍니다. {s18}
mno_camp_recruit_prisoners_accept|받아들인다.
mno_camp_recruit_prisoners_reject|거절한다.
menu_camp_no_prisoners|전향시킬 포로가 없습니다.
menu_camp_action_read_book|책을 선택하시오:
mno_action_read_book_1|{s1}.
mno_action_read_book_2|{s1}.
mno_action_read_book_3|{s1}.
mno_action_read_book_4|{s1}.
mno_action_read_book_5|{s1}.
mno_action_read_book_6|{s1}.
mno_action_read_book_7|{s1}.
menu_camp_action_read_book_start|{s1}
menu_export_import_npcs|동료를 선택하시고 캐릭터창(기본키C)을 열고 통계란에서 내보내기/불러오기를 해주세요. ^^{reg0?{s0}:none}을(를) 선택하셨습니다.
mno_export_import_back|뒤로 가기
mno_export_import_npc1|{s0}
mno_export_import_npc2|{s0}
mno_export_import_npc3|{s0}
mno_export_import_npc4|{s0}
mno_export_import_npc5|{s0}
mno_export_import_npc6|{s0}
mno_export_import_npc7|{s0}
mno_export_import_npc8|{s0}
mno_export_import_npc9|{s0}
mno_export_import_npc10|{s0}
mno_export_import_npc11|{s0}
mno_export_import_npc12|{s0}
mno_export_import_npc13|{s0}
mno_export_import_next|다음 페이지
menu_export_import_npcs_2|동료를 선택하시고 캐릭터창(기본키C)을 열고 통계란에서 내보내기/불러오기를 해주세요.^^{reg0?{s0}:none}.을(를) 선택하셨습니다.
mno_export_import_prev|이전 페이지
mno_export_import_npc14|{s0}
mno_export_import_npc15|{s0}
mno_export_import_npc16|{s0}
mno_export_import_npc17|{s0}
mno_export_import_npc18|{s0}
mno_export_import_npc19|{s0}
mno_export_import_npc20|{s0}
mno_export_import_npc21|{s0}
mno_export_import_npc22|{s0}
mno_export_import_npc23|{s0}
mno_export_import_npc24|{s0}
mno_export_import_npc25|{s0}
mno_export_import_npc26|{s0}
menu_retirement_verify|당신은 {reg0}만큼의 시간을 보냈습니다. 당신의 현재 행운은 {reg1}. 정말로 은퇴하겠습니까?
mno_retire_yes|네.
mno_retire_no|아니오.
menu_end_game|당신의 결정대로, 모험을 그만두고 정착생활을 시작합니다. 무기와 갑옷을 팔아치우고, 말을 타고 석양을 향해 달려갑니다....
mno_end_game_bye|잘 가쇼.
menu_cattle_herd|소를 데려가야 합니다.
mno_cattle_drive_away|소를 몰고 간다.
mno_cattle_stop|정지 시킨다.
mno_cattle_kill|일부를 도축한다.
mno_leave|[떠난다]
menu_cattle_herd_kill|몇 마리를 도축하겠습니까?
mno_cattle_kill_1|하나.
mno_cattle_kill_2|둘.
mno_cattle_kill_3|셋.
mno_cattle_kill_4|넷.
mno_cattle_kill_5|다섯.
mno_cattle_kill_20|스물.
